体外诊断试剂代码,一级分类（方法学、专业）,二级分类（原理、路径）,三级分类（用途、品种）,检测类别,检测指标,应用方式,检测类型,企业名称
CJ10101000001102795,免疫法,化学发光,直接化学发光免疫分析法试剂,通用,通用,专用型,单检,杭州西弗莱生物技术有限公司,,,
CJ10101040050100395,免疫法,化学发光,直接化学发光免疫分析法试剂,化学-激素,皮质醇,通用型,单检,广州达泰生物工程技术有限公司,,,
CJ10101070031100119,免疫法,化学发光,直接化学发光免疫分析法试剂,化学-药物,苯妥英,专用型,单检,苏州博源医疗科技有限公司,,,
CJ10101070031160027,免疫法,化学发光,直接化学发光免疫分析法试剂,化学-药物,苯妥英,专用型,单检,西门子医学诊断产品（上海）有限公司,,,
CJ10101070041160027,免疫法,化学发光,直接化学发光免疫分析法试剂,化学-药物,茶碱,专用型,单检,西门子医学诊断产品（上海）有限公司,,,
CJ10101070161100119,免疫法,化学发光,直接化学发光免疫分析法试剂,化学-药物,他克莫司,专用型,单检,苏州博源医疗科技有限公司,,,
CJ10101070181100119,免疫法,化学发光,直接化学发光免疫分析法试剂,化学-药物,万古霉素,专用型,单检,苏州博源医疗科技有限公司,,,
CJ10101070211100119,免疫法,化学发光,直接化学发光免疫分析法试剂,化学-药物,甲氨蝶呤,专用型,单检,苏州博源医疗科技有限公司,,,
CJ10101090121160027,免疫法,化学发光,直接化学发光免疫分析法试剂,化学-有机小分 子,丙戊酸,专用型,单检,西门子医学诊断产品（上海）有限公司,,,
CJ10101090400100306,免疫法,化学发光,直接化学发光免疫分析法试剂,化学-有机小分 子,同型半胱氨酸,通用型,单检,中秀科技股份有限公司,,,
CJ10101090400100395,免疫法,化学发光,直接化学发光免疫分析法试剂,化学-有机小分 子,同型半胱氨酸,通用型,单检,广州达泰生物工程技术有限公司,,,
CJ10101090490100395,免疫法,化学发光,直接化学发光免疫分析法试剂,化学-有机小分 子,叶酸,通用型,单检,广州达泰生物工程技术有限公司,,,
CJ10101090491101472,免疫法,化学发光,直接化学发光免疫分析法试剂,化学-有机小分 子,叶酸,专用型,单检,威高生物科技（河北）有限公司,,,
CJ10101100010200033,免疫法,化学发光,直接化学发光免疫分析法试剂,化学联检,常规生化联检,通用型,联检,宏葵生物（中国）股份有限公司,,,
CJ10101110041160027,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗EB病毒核心抗原 IgG抗体,专用型,单检,西门子医学诊断产品（上海）有限公司,,,
CJ10101110091160027,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗EB病毒衣壳抗原 IgG抗体,专用型,单检,西门子医学诊断产品（上海）有限公司,,,
CJ10101110101160027,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗EB病毒衣壳抗原 IgM抗体,专用型,单检,西门子医学诊断产品（上海）有限公司,,,
CJ10101110161160027,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗丙型肝炎病毒抗原 IgG抗体,专用型,单检,西门子医学诊断产品（上海）有限公司,,,
CJ10101110170100171,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗丙型肝炎病毒抗原 抗体,通用型,单检,北京健安生物科技有限公司,,,
CJ10101110171100806,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗丙型肝炎病毒抗原 抗体,专用型,单检,迈克生物股份有限公司,,,
CJ10101110291100806,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗风疹病毒抗原IgG 抗体,专用型,单检,迈克生物股份有限公司,,,
CJ10101110291101064,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗风疹病毒抗原IgG 抗体,专用型,单检,北京泰格科信生物科技有限公司,,,
CJ10101110291160027,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗风疹病毒抗原IgG 抗体,专用型,单检,西门子医学诊断产品（上海）有限公司,,,
CJ10101110301100806,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗风疹病毒抗原IgM 抗体,专用型,单检,迈克生物股份有限公司,,,
CJ10101110301101064,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗风疹病毒抗原IgM 抗体,专用型,单检,北京泰格科信生物科技有限公司,,,
CJ10101110301160027,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗风疹病毒抗原IgM 抗体,专用型,单检,西门子医学诊断产品（上海）有限公司,,,
CJ10101110440100806,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗甲型肝炎病毒抗原 IgM抗体,通用型,单检,迈克生物股份有限公司,,,
CJ10101110441160027,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗甲型肝炎病毒抗原 IgM抗体,专用型,单检,西门子医学诊断产品（上海）有限公司,,,
CJ10101110451160027,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗甲型肝炎病毒抗原 抗体,专用型,单检,西门子医学诊断产品（上海）有限公司,,,
CJ10101110471100806,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗巨细胞病毒抗原 IgG抗体,专用型,单检,迈克生物股份有限公司,,,
CJ10101110471101064,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗巨细胞病毒抗原 IgG抗体,专用型,单检,北京泰格科信生物科技有限公司,,,
CJ10101110471101408,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗巨细胞病毒抗原 IgG抗体,专用型,单检,威高生物科技（沈阳）有限公司,,,
CJ10101110471160027,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗巨细胞病毒抗原 IgG抗体,专用型,单检,西门子医学诊断产品（上海）有限公司,,,
CJ10101110481100806,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗巨细胞病毒抗原 IgM抗体,专用型,单检,迈克生物股份有限公司,,,
CJ10101110481101064,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗巨细胞病毒抗原 IgM抗体,专用型,单检,北京泰格科信生物科技有限公司,,,
CJ10101110481160027,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗巨细胞病毒抗原 IgM抗体,专用型,单检,西门子医学诊断产品（上海）有限公司,,,
CJ10101110601100806,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗人1型单纯疱疹病 毒抗原IgG抗体,专用型,单检,迈克生物股份有限公司,,,
CJ10101110601101064,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗人1型单纯疱疹病 毒抗原IgG抗体,专用型,单检,北京泰格科信生物科技有限公司,,,
CJ10101110601101408,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗人1型单纯疱疹病 毒抗原IgG抗体,专用型,单检,威高生物科技（沈阳）有限公司,,,
CJ10101110611100806,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗人1型单纯疱疹病 毒抗原IgM抗体,专用型,单检,迈克生物股份有限公司,,,
CJ10101110611101064,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗人1型单纯疱疹病 毒抗原IgM抗体,专用型,单检,北京泰格科信生物科技有限公司,,,
CJ10101110621100806,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗人2型单纯疱疹病 毒抗原IgG抗体,专用型,单检,迈克生物股份有限公司,,,
CJ10101110621101064,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗人2型单纯疱疹病 毒抗原IgG抗体,专用型,单检,北京泰格科信生物科技有限公司,,,
CJ10101110631100806,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗人2型单纯疱疹病 毒抗原IgM抗体,专用型,单检,迈克生物股份有限公司,,,
CJ10101110631101064,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗人2型单纯疱疹病 毒抗原IgM抗体,专用型,单检,北京泰格科信生物科技有限公司,,,
CJ10101110651160027,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗人单纯疱疹病毒抗 原IgG抗体,专用型,单检,西门子医学诊断产品（上海）有限公司,,,
CJ10101110661101064,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗人单纯疱疹病毒抗 原IgM抗体,专用型,单检,北京泰格科信生物科技有限公司,,,
CJ10101110671160027,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗人类免疫缺陷病毒 抗原抗体,专用型,单检,西门子医学诊断产品（上海）有限公司,,,
CJ10101110781100806,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗戊型肝炎病毒抗原 IgG抗体,专用型,单检,迈克生物股份有限公司,,,
CJ10101110791100806,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗戊型肝炎病毒抗原 IgM抗体,专用型,单检,迈克生物股份有限公司,,,
CJ10101110910101381,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗新型冠状病毒抗原 IgG抗体,通用型,单检,天津博奥赛斯生物科技股份有限公司,,,
CJ10101110911100806,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗新型冠状病毒抗原 IgG抗体,专用型,单检,迈克生物股份有限公司,,,
CJ10101110920101381,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-病毒,抗新型冠状病毒抗原 IgM抗体,通用型,单检,天津博奥赛斯生物科技股份有限公司,,,
